GeoName,LineCode,Description,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Shawano, WI*",1,Personal income (thousands of dollars),1321697,1293319,1354926,1420492,1462668,1488978,1552382,1579397,1603634,1669865,1725260
"Shawano, WI*",2,Population (persons) 1/,41894,41889,41938,41664,41504,41409,41347,41062,40959,40881,40796
"Shawano, WI*",3,Per capita personal income (dollars) 2/,31549,30875,32308,34094,35242,35958,37545,38464,39152,40847,42290
"Sheboygan, WI",1,Personal income (thousands of dollars),4587951,4470862,4491663,4704538,5058669,4963471,5226511,5418741,5517367,5844985,6101981
"Sheboygan, WI",2,Population (persons) 1/,115652,115562,115521,115197,114767,114704,114998,115239,115099,115235,115456
"Sheboygan, WI",3,Per capita personal income (dollars) 2/,39670,38688,38882,40839,44078,43272,45449,47022,47936,50722,52851
"Taylor, WI",1,Personal income (thousands of dollars),620793,616387,648027,673156,707755,724771,746463,771320,752318,770830,797107
"Taylor, WI",2,Population (persons) 1/,20577,20697,20660,20655,20369,20423,20415,20321,20299,20333,20412
"Taylor, WI",3,Per capita personal income (dollars) 2/,30169,29781,31366,32590,34747,35488,36564,37957,37062,37910,39051
"Trempealeau, WI",1,Personal income (thousands of dollars),990971,1001553,1046041,1114427,1185844,1160617,1202329,1232028,1217406,1253558,1315998
"Trempealeau, WI",2,Population (persons) 1/,28452,28627,28847,28989,29289,29461,29409,29441,29535,29361,29442
"Trempealeau, WI",3,Per capita personal income (dollars) 2/,34830,34986,36262,38443,40488,39395,40883,41847,41219,42695,44698
"Vernon, WI",1,Personal income (thousands of dollars),907452,918282,965986,1016224,1045890,1069429,1112156,1139980,1146044,1192315,1242347
"Vernon, WI",2,Population (persons) 1/,29431,29659,29771,29871,30023,30091,30190,30318,30552,30737,30785
"Vernon, WI",3,Per capita personal income (dollars) 2/,30833,30961,32447,34020,34836,35540,36839,37601,37511,38791,40356
"Vilas, WI",1,Personal income (thousands of dollars),851774,765944,784998,834626,876873,882235,980905,1031052,1073077,1120903,1184289
"Vilas, WI",2,Population (persons) 1/,21767,21524,21441,21398,21298,21381,21403,21435,21483,21706,21938
"Vilas, WI",3,Per capita personal income (dollars) 2/,39131,35586,36612,39005,41172,41263,45830,48101,49950,51640,53983
"Walworth, WI",1,Personal income (thousands of dollars),3590834,3512383,3617567,3825207,4021020,4125687,4300508,4512965,4679815,4917174,5188239
"Walworth, WI",2,Population (persons) 1/,101916,102077,102198,102638,102883,102803,103193,102513,102686,102956,103718
"Walworth, WI",3,Per capita personal income (dollars) 2/,35233,34409,35398,37269,39083,40132,41674,44023,45574,47760,50023
"Washburn, WI",1,Personal income (thousands of dollars),529148,526446,555704,590394,636959,630101,664851,677039,683465,716904,749734
"Washburn, WI",2,Population (persons) 1/,16003,15947,15932,15842,15848,15660,15658,15519,15621,15770,15878
"Washburn, WI",3,Per capita personal income (dollars) 2/,33066,33012,34880,37268,40192,40236,42461,43626,43753,45460,47218
"Washington, WI",1,Personal income (thousands of dollars),5798383,5609340,5753829,6143192,6450817,6479807,6676972,6965758,7158056,7538314,7951755
"Washington, WI",2,Population (persons) 1/,130795,131579,131987,132326,132728,132928,133600,133932,134386,135063,135693
"Washington, WI",3,Per capita personal income (dollars) 2/,44332,42631,43594,46425,48602,48747,49977,52010,53265,55813,58601
"Waukesha, WI",1,Personal income (thousands of dollars),21409987,20629455,20967664,22259136,23398884,23520876,24561382,25864744,26894237,27708085,29282988
"Waukesha, WI",2,Population (persons) 1/,386691,388957,390020,390799,392799,394163,395431,396261,398561,401070,403072
"Waukesha, WI",3,Per capita personal income (dollars) 2/,55367,53038,53760,56958,59570,59673,62113,65272,67478,69085,72650
"Waupaca, WI",1,Personal income (thousands of dollars),1836304,1838974,1894938,1956732,2033365,2062340,2148486,2194110,2200781,2237037,2332895
"Waupaca, WI",2,Population (persons) 1/,52593,52392,52397,52281,51930,52104,51948,51682,51308,51153,51128
"Waupaca, WI",3,Per capita personal income (dollars) 2/,34915,35100,36165,37427,39156,39581,41358,42454,42894,43732,45629
"Waushara, WI",1,Personal income (thousands of dollars),755002,745722,774049,834694,872710,860182,885175,922977,916487,949853,999724
"Waushara, WI",2,Population (persons) 1/,24760,24554,24514,24546,24417,24245,24093,23946,24090,24186,24263
"Waushara, WI",3,Per capita personal income (dollars) 2/,30493,30371,31576,34005,35742,35479,36740,38544,38044,39273,41204
"Winnebago, WI",1,Personal income (thousands of dollars),6165768,5988351,6210926,6583641,6789412,6747455,7040761,7358151,7576328,7859570,8226265
"Winnebago, WI",2,Population (persons) 1/,164910,166429,167069,167473,168507,169279,169330,169270,169637,170375,171020
"Winnebago, WI",3,Per capita personal income (dollars) 2/,37389,35981,37176,39312,40292,39860,41580,43470,44662,46131,48101
"Wood, WI",1,Personal income (thousands of dollars),2728990,2710035,2725392,2838943,2926193,2906805,3019154,3137540,3186070,3273672,3414820
"Wood, WI",2,Population (persons) 1/,74519,74627,74814,74648,74321,73922,73593,73364,73246,73112,73055
"Wood, WI",3,Per capita personal income (dollars) 2/,36621,36314,36429,38031,39372,39323,41025,42767,43498,44776,46743
"Shawano (includes Menominee), WI*",1,Personal income (thousands of dollars),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
"Shawano (includes Menominee), WI*",2,Population (persons) 1/,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
"Shawano (includes Menominee), WI*",3,Per capita personal income (dollars) 2/,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
