County Name/State Abbreviation,Year,Force,Employed,Unemployed,(%)
"Washington County, TX",2009,"16,966     ","15,944     ","1,022     ",6.0     
"Webb County, TX",2009,"94,138     ","86,110     ","8,028     ",8.5     
"Wharton County, TX",2009,"21,209     ","19,729     ","1,480     ",7.0     
"Wheeler County, TX",2009,"3,212     ","3,030     ",182     ,5.7     
"Wichita County, TX",2009,"61,406     ","56,779     ","4,627     ",7.5     
"Wilbarger County, TX",2009,"7,874     ","7,504     ",370     ,4.7     
"Willacy County, TX",2009,"8,388     ","7,388     ","1,000     ",11.9     
"Williamson County, TX",2009,"209,947     ","194,545     ","15,402     ",7.3     
"Wilson County, TX",2009,"18,901     ","17,673     ","1,228     ",6.5     
"Winkler County, TX",2009,"3,411     ","3,093     ",318     ,9.3     
"Wise County, TX",2009,"28,244     ","25,790     ","2,454     ",8.7     
"Wood County, TX",2009,"18,606     ","17,120     ","1,486     ",8.0     
"Yoakum County, TX",2009,"4,101     ","3,789     ",312     ,7.6     
"Young County, TX",2009,"9,671     ","9,048     ",623     ,6.4     
"Zapata County, TX",2009,"5,326     ","4,748     ",578     ,10.9     
"Zavala County, TX",2009,"3,922     ","3,354     ",568     ,14.5     
"Beaver County, UT",2009,"3,550     ","3,332     ",218     ,6.1     
"Box Elder County, UT",2009,"23,220     ","21,350     ","1,870     ",8.1     
"Cache County, UT",2009,"62,057     ","58,660     ","3,397     ",5.5     
"Carbon County, UT",2009,"10,485     ","9,659     ",826     ,7.9     
"Daggett County, UT",2009,479     ,451     ,28     ,5.8     
"Davis County, UT",2009,"144,875     ","135,345     ","9,530     ",6.6     
"Duchesne County, UT",2009,"10,348     ","9,466     ",882     ,8.5     
"Emery County, UT",2009,"5,248     ","4,878     ",370     ,7.1     
"Garfield County, UT",2009,"2,873     ","2,573     ",300     ,10.4     
"Grand County, UT",2009,"5,402     ","4,872     ",530     ,9.8     
"Iron County, UT",2009,"20,949     ","19,109     ","1,840     ",8.8     
"Juab County, UT",2009,"3,963     ","3,566     ",397     ,10.0     
"Kane County, UT",2009,"3,519     ","3,252     ",267     ,7.6     
"Millard County, UT",2009,"6,479     ","6,118     ",361     ,5.6     
"Morgan County, UT",2009,"4,066     ","3,811     ",255     ,6.3     
"Piute County, UT",2009,894     ,835     ,59     ,6.6     
"Rich County, UT",2009,"1,461     ","1,387     ",74     ,5.1     
"Salt Lake County, UT",2009,"553,693     ","514,653     ","39,040     ",7.1     
"San Juan County, UT",2009,"5,292     ","4,667     ",625     ,11.8     
"Sanpete County, UT",2009,"11,335     ","10,382     ",953     ,8.4     
"Sevier County, UT",2009,"9,876     ","9,099     ",777     ,7.9     
"Summit County, UT",2009,"22,210     ","20,658     ","1,552     ",7.0     
"Tooele County, UT",2009,"28,202     ","25,975     ","2,227     ",7.9     
"Uintah County, UT",2009,"17,684     ","16,211     ","1,473     ",8.3     
"Utah County, UT",2009,"221,538     ","206,001     ","15,537     ",7.0     
"Wasatch County, UT",2009,"10,020     ","9,182     ",838     ,8.4     
"Washington County, UT",2009,"60,001     ","54,133     ","5,868     ",9.8     
"Wayne County, UT",2009,"1,479     ","1,359     ",120     ,8.1     
"Weber County, UT",2009,"114,652     ","105,022     ","9,630     ",8.4     
"Addison County, VT",2009,"21,909     ","20,568     ","1,341     ",6.1     
"Bennington County, VT",2009,"20,622     ","19,046     ","1,576     ",7.6     
"Caledonia County, VT",2009,"16,778     ","15,476     ","1,302     ",7.8     
"Chittenden County, VT",2009,"90,375     ","85,311     ","5,064     ",5.6     
"Essex County, VT",2009,"3,318     ","3,022     ",296     ,8.9     
"Franklin County, VT",2009,"26,617     ","24,876     ","1,741     ",6.5     
"Grand Isle County, VT",2009,"4,262     ","3,931     ",331     ,7.8     
"Lamoille County, VT",2009,"15,694     ","14,507     ","1,187     ",7.6     
"Orange County, VT",2009,"16,638     ","15,605     ","1,033     ",6.2     
"Orleans County, VT",2009,"14,587     ","13,250     ","1,337     ",9.2     
"Rutland County, VT",2009,"35,660     ","32,831     ","2,829     ",7.9     
"Washington County, VT",2009,"34,838     ","32,645     ","2,193     ",6.3     
"Windham County, VT",2009,"25,259     ","23,672     ","1,587     ",6.3     
"Windsor County, VT",2009,"33,304     ","31,379     ","1,925     ",5.8     
"Accomack County, VA",2009,"19,704     ","18,425     ","1,279     ",6.5     
"Albemarle County, VA",2009,"51,932     ","49,269     ","2,663     ",5.1     
"Alleghany County, VA",2009,"7,071     ","6,427     ",644     ,9.1     
"Amelia County, VA",2009,"6,649     ","6,134     ",515     ,7.7     
"Amherst County, VA",2009,"15,627     ","14,417     ","1,210     ",7.7     
"Appomattox County, VA",2009,"7,141     ","6,577     ",564     ,7.9     
"Arlington County, VA",2009,"137,201     ","131,357     ","5,844     ",4.3     
"Augusta County, VA",2009,"38,435     ","35,964     ","2,471     ",6.4     
"Bath County, VA",2009,"2,690     ","2,523     ",167     ,6.2     
"Bedford County, VA",2009,"37,706     ","35,138     ","2,568     ",6.8     
"Bland County, VA",2009,"3,595     ","3,329     ",266     ,7.4     
"Botetourt County, VA",2009,"17,491     ","16,391     ","1,100     ",6.3     
"Brunswick County, VA",2009,"7,195     ","6,388     ",807     ,11.2     
"Buchanan County, VA",2009,"9,236     ","8,448     ",788     ,8.5     
"Buckingham County, VA",2009,"7,372     ","6,775     ",597     ,8.1     
"Campbell County, VA",2009,"27,137     ","25,175     ","1,962     ",7.2     
"Caroline County, VA",2009,"14,126     ","12,941     ","1,185     ",8.4     
"Carroll County, VA",2009,"14,407     ","12,848     ","1,559     ",10.8     
"Charles City County, VA",2009,"3,833     ","3,488     ",345     ,9.0     
"Charlotte County, VA",2009,"5,548     ","5,037     ",511     ,9.2     
"Chesterfield County, VA",2009,"167,338     ","156,218     ","11,120     ",6.6     
"Clarke County, VA",2009,"8,102     ","7,591     ",511     ,6.3     
"Craig County, VA",2009,"2,443     ","2,263     ",180     ,7.4     
"Culpeper County, VA",2009,"21,308     ","19,622     ","1,686     ",7.9     
"Cumberland County, VA",2009,"4,598     ","4,262     ",336     ,7.3     
"Dickenson County, VA",2009,"6,442     ","5,884     ",558     ,8.7     
"Dinwiddie County, VA",2009,"13,060     ","12,011     ","1,049     ",8.0     
"Essex County, VA",2009,"5,821     ","5,351     ",470     ,8.1     
"Fairfax County, VA",2009,"587,584     ","559,644     ","27,940     ",4.8     
"Fauquier County, VA",2009,"37,407     ","35,359     ","2,048     ",5.5     
"Floyd County, VA",2009,"7,336     ","6,776     ",560     ,7.6     
"Fluvanna County, VA",2009,"13,992     ","13,190     ",802     ,5.7     
"Franklin County, VA",2009,"26,808     ","24,610     ","2,198     ",8.2     
"Frederick County, VA",2009,"40,902     ","37,818     ","3,084     ",7.5     
"Giles County, VA",2009,"8,334     ","7,572     ",762     ,9.1     
"Gloucester County, VA",2009,"20,830     ","19,578     ","1,252     ",6.0     
"Goochland County, VA",2009,"11,384     ","10,644     ",740     ,6.5     
"Grayson County, VA",2009,"7,295     ","6,515     ",780     ,10.7     
"Greene County, VA",2009,"10,754     ","10,132     ",622     ,5.8     
"Greensville County, VA",2009,"4,401     ","4,007     ",394     ,9.0     
"Halifax County, VA",2009,"16,531     ","14,668     ","1,863     ",11.3     
"Hanover County, VA",2009,"54,576     ","51,015     ","3,561     ",6.5     
"Henrico County, VA",2009,"164,333     ","153,042     ","11,291     ",6.9     
"Henry County, VA",2009,"25,592     ","22,092     ","3,500     ",13.7     
"Highland County, VA",2009,"1,161     ","1,074     ",87     ,7.5     
"Isle of Wight County, VA",2009,"18,840     ","17,671     ","1,169     ",6.2     
"James City County, VA",2009,"32,172     ","30,447     ","1,725     ",5.4     
"King and Queen County, VA",2009,"3,263     ","3,002     ",261     ,8.0     
"King George County, VA",2009,"10,252     ","9,476     ",776     ,7.6     
"King William County, VA",2009,"8,662     ","8,055     ",607     ,7.0     
"Lancaster County, VA",2009,"5,654     ","5,130     ",524     ,9.3     
"Lee County, VA",2009,"10,125     ","9,395     ",730     ,7.2     
"Loudoun County, VA",2009,"174,290     ","166,112     ","8,178     ",4.7     
"Louisa County, VA",2009,"16,665     ","15,358     ","1,307     ",7.8     
"Lunenburg County, VA",2009,"5,616     ","5,095     ",521     ,9.3     
"Madison County, VA",2009,"7,429     ","6,973     ",456     ,6.1     
"Mathews County, VA",2009,"4,335     ","4,096     ",239     ,5.5     
"Mecklenburg County, VA",2009,"14,067     ","12,533     ","1,534     ",10.9     
"Middlesex County, VA",2009,"5,185     ","4,840     ",345     ,6.7     
"Montgomery County, VA",2009,"45,447     ","42,285     ","3,162     ",7.0     
"Nelson County, VA",2009,"8,040     ","7,526     ",514     ,6.4     
"New Kent County, VA",2009,"9,874     ","9,187     ",687     ,7.0     
"Northampton County, VA",2009,"6,382     ","5,893     ",489     ,7.7     
"Northumberland County, VA",2009,"6,114     ","5,583     ",531     ,8.7     
"Nottoway County, VA",2009,"6,639     ","6,107     ",532     ,8.0     
"Orange County, VA",2009,"15,836     ","14,614     ","1,222     ",7.7     
"Page County, VA",2009,"12,070     ","10,651     ","1,419     ",11.8     
"Patrick County, VA",2009,"9,249     ","8,221     ","1,028     ",11.1     
"Pittsylvania County, VA",2009,"31,800     ","28,432     ","3,368     ",10.6     
"Powhatan County, VA",2009,"14,164     ","13,273     ",891     ,6.3     
"Prince Edward County, VA",2009,"9,992     ","9,104     ",888     ,8.9     
"Prince George County, VA",2009,"15,052     ","14,009     ","1,043     ",6.9     
"Prince William County, VA",2009,"208,417     ","197,060     ","11,357     ",5.4     
"Pulaski County, VA",2009,"18,123     ","16,147     ","1,976     ",10.9     
"Rappahannock County, VA",2009,"4,229     ","3,983     ",246     ,5.8     
"Richmond County, VA",2009,"4,089     ","3,773     ",316     ,7.7     
"Roanoke County, VA",2009,"48,506     ","45,655     ","2,851     ",5.9     
"Rockbridge County, VA",2009,"11,671     ","10,918     ",753     ,6.5     
"Rockingham County, VA",2009,"41,705     ","39,260     ","2,445     ",5.9     
"Russell County, VA",2009,"12,397     ","11,095     ","1,302     ",10.5     
"Scott County, VA",2009,"9,861     ","8,919     ",942     ,9.6     
"Shenandoah County, VA",2009,"20,232     ","18,576     ","1,656     ",8.2     
"Smyth County, VA",2009,"15,153     ","13,472     ","1,681     ",11.1     
"Southampton County, VA",2009,"8,095     ","7,450     ",645     ,8.0     
"Spotsylvania County, VA",2009,"64,917     ","61,268     ","3,649     ",5.6     
"Stafford County, VA",2009,"65,512     ","61,927     ","3,585     ",5.5     
"Surry County, VA",2009,"3,719     ","3,441     ",278     ,7.5     
"Sussex County, VA",2009,"4,441     ","3,991     ",450     ,10.1     
"Tazewell County, VA",2009,"21,483     ","19,864     ","1,619     ",7.5     
"Warren County, VA",2009,"19,746     ","18,257     ","1,489     ",7.5     
"Washington County, VA",2009,"26,996     ","24,701     ","2,295     ",8.5     
"Westmoreland County, VA",2009,"9,133     ","8,438     ",695     ,7.6     
"Wise County, VA",2009,"19,412     ","18,129     ","1,283     ",6.6     
"Wythe County, VA",2009,"16,396     ","14,680     ","1,716     ",10.5     
"York County, VA",2009,"30,435     ","28,820     ","1,615     ",5.3     
"Alexandria city, VA",2009,"94,424     ","89,890     ","4,534     ",4.8     
"Bristol city, VA",2009,"8,125     ","7,315     ",810     ,10.0     
"Buena Vista city, VA",2009,"3,449     ","3,155     ",294     ,8.5     
"Charlottesville city, VA",2009,"21,718     ","20,317     ","1,401     ",6.5     
"Chesapeake city, VA",2009,"114,934     ","107,619     ","7,315     ",6.4     
"Colonial Heights city, VA",2009,"9,160     ","8,440     ",720     ,7.9     
"Covington city, VA",2009,"2,742     ","2,466     ",276     ,10.1     
"Danville city, VA",2009,"20,102     ","17,388     ","2,714     ",13.5     
"Emporia city, VA",2009,"2,535     ","2,228     ",307     ,12.1     
"Fairfax city, VA",2009,"14,525     ","13,722     ",803     ,5.5     
"Falls Church city, VA",2009,"7,259     ","6,758     ",501     ,6.9     
"Franklin city, VA",2009,"3,945     ","3,546     ",399     ,10.1     
"Fredericksburg city, VA",2009,"12,984     ","11,768     ","1,216     ",9.4     
"Galax city, VA",2009,"3,234     ","2,921     ",313     ,9.7     
"Hampton city, VA",2009,"67,306     ","62,042     ","5,264     ",7.8     
"Harrisonburg city, VA",2009,"23,048     ","21,497     ","1,551     ",6.7     
"Hopewell city, VA",2009,"10,553     ","9,454     ","1,099     ",10.4     
"Lexington city, VA",2009,"2,479     ","2,239     ",240     ,9.7     
"Lynchburg city, VA",2009,"34,844     ","32,040     ","2,804     ",8.0     
"Manassas city, VA",2009,"20,468     ","18,972     ","1,496     ",7.3     
"Manassas Park city, VA",2009,"6,870     ","6,455     ",415     ,6.0     
"Martinsville city, VA",2009,"6,208     ","5,011     ","1,197     ",19.3     
"Newport News city, VA",2009,"94,427     ","87,426     ","7,001     ",7.4     
"Norfolk city, VA",2009,"98,751     ","90,318     ","8,433     ",8.5     
"Norton city, VA",2009,"1,724     ","1,614     ",110     ,6.4     
"Petersburg city, VA",2009,"14,460     ","12,533     ","1,927     ",13.3     
"Poquoson city, VA",2009,"6,197     ","5,876     ",321     ,5.2     
"Portsmouth city, VA",2009,"45,167     ","41,325     ","3,842     ",8.5     
"Radford city, VA",2009,"7,922     ","7,215     ",707     ,8.9     
"Richmond city, VA",2009,"101,096     ","91,416     ","9,680     ",9.6     
"Roanoke city, VA",2009,"47,264     ","43,194     ","4,070     ",8.6     
"Salem city, VA",2009,"13,289     ","12,441     ",848     ,6.4     
"Staunton city, VA",2009,"11,891     ","11,029     ",862     ,7.2     
"Suffolk city, VA",2009,"40,575     ","37,854     ","2,721     ",6.7     
"Virginia Beach city, VA",2009,"219,738     ","206,585     ","13,153     ",6.0     
"Waynesboro city, VA",2009,"10,699     ","9,786     ",913     ,8.5     
"Williamsburg city, VA",2009,"5,543     ","4,721     ",822     ,14.8     
"Winchester city, VA",2009,"14,218     ","13,067     ","1,151     ",8.1     
"Adams County, WA",2009,"8,320     ","7,570     ",750     ,9.0     
"Asotin County, WA",2009,"10,387     ","9,391     ",996     ,9.6     
"Benton County, WA",2009,"92,828     ","86,121     ","6,707     ",7.2     
"Chelan County, WA",2009,"42,120     ","38,717     ","3,403     ",8.1     
"Clallam County, WA",2009,"30,374     ","27,306     ","3,068     ",10.1     
"Clark County, WA",2009,"219,478     ","190,185     ","29,293     ",13.3     
"Columbia County, WA",2009,"1,600     ","1,424     ",176     ,11.0     
"Cowlitz County, WA",2009,"45,014     ","38,954     ","6,060     ",13.5     
"Douglas County, WA",2009,"22,170     ","20,394     ","1,776     ",8.0     
"Ferry County, WA",2009,"3,083     ","2,673     ",410     ,13.3     
"Franklin County, WA",2009,"36,752     ","33,671     ","3,081     ",8.4     
"Garfield County, WA",2009,"1,028     ",953     ,75     ,7.3     
"Grant County, WA",2009,"42,357     ","38,150     ","4,207     ",9.9     
"Grays Harbor County, WA",2009,"31,602     ","27,416     ","4,186     ",13.2     
"Island County, WA",2009,"33,017     ","30,058     ","2,959     ",9.0     
"Jefferson County, WA",2009,"13,171     ","11,995     ","1,176     ",8.9     
"King County, WA",2009,"1,113,894     ","1,024,328     ","89,566     ",8.0     
"Kitsap County, WA",2009,"125,529     ","115,796     ","9,733     ",7.8     
"Kittitas County, WA",2009,"20,924     ","19,014     ","1,910     ",9.1     
"Klickitat County, WA",2009,"10,904     ","9,772     ","1,132     ",10.4     
"Lewis County, WA",2009,"31,789     ","27,561     ","4,228     ",13.3     
"Lincoln County, WA",2009,"4,858     ","4,443     ",415     ,8.5     
"Mason County, WA",2009,"25,549     ","22,795     ","2,754     ",10.8     
"Okanogan County, WA",2009,"22,152     ","20,019     ","2,133     ",9.6     
"Pacific County, WA",2009,"9,299     ","8,109     ","1,190     ",12.8     
"Pend Oreille County, WA",2009,"5,573     ","4,762     ",811     ,14.6     
