County Name/State Abbreviation,Year,Force,Employed,Unemployed,(%)
"Brule County, SD",2009,"2,856     ","2,756     ",100     ,3.5     
"Buffalo County, SD",2009,510     ,433     ,77     ,15.1     
"Butte County, SD",2009,"5,447     ","5,171     ",276     ,5.1     
"Campbell County, SD",2009,856     ,820     ,36     ,4.2     
"Charles Mix County, SD",2009,"4,194     ","3,987     ",207     ,4.9     
"Clark County, SD",2009,"1,828     ","1,724     ",104     ,5.7     
"Clay County, SD",2009,"7,655     ","7,348     ",307     ,4.0     
"Codington County, SD",2009,"16,256     ","15,249     ","1,007     ",6.2     
"Corson County, SD",2009,"1,415     ","1,321     ",94     ,6.6     
"Custer County, SD",2009,"5,017     ","4,807     ",210     ,4.2     
"Davison County, SD",2009,"11,229     ","10,685     ",544     ,4.8     
"Day County, SD",2009,"2,920     ","2,717     ",203     ,7.0     
"Deuel County, SD",2009,"2,728     ","2,565     ",163     ,6.0     
"Dewey County, SD",2009,"2,670     ","2,376     ",294     ,11.0     
"Douglas County, SD",2009,"1,775     ","1,701     ",74     ,4.2     
"Edmunds County, SD",2009,"2,009     ","1,939     ",70     ,3.5     
"Fall River County, SD",2009,"3,811     ","3,582     ",229     ,6.0     
"Faulk County, SD",2009,"1,150     ","1,110     ",40     ,3.5     
"Grant County, SD",2009,"4,203     ","4,004     ",199     ,4.7     
"Gregory County, SD",2009,"2,350     ","2,253     ",97     ,4.1     
"Haakon County, SD",2009,"1,168     ","1,125     ",43     ,3.7     
"Hamlin County, SD",2009,"2,970     ","2,809     ",161     ,5.4     
"Hand County, SD",2009,"1,929     ","1,869     ",60     ,3.1     
"Hanson County, SD",2009,"1,921     ","1,835     ",86     ,4.5     
"Harding County, SD",2009,797     ,772     ,25     ,3.1     
"Hughes County, SD",2009,"10,395     ","10,059     ",336     ,3.2     
"Hutchinson County, SD",2009,"3,808     ","3,649     ",159     ,4.2     
"Hyde County, SD",2009,760     ,730     ,30     ,3.9     
"Jackson County, SD",2009,"1,271     ","1,183     ",88     ,6.9     
"Jerauld County, SD",2009,"1,392     ","1,349     ",43     ,3.1     
"Jones County, SD",2009,724     ,701     ,23     ,3.2     
"Kingsbury County, SD",2009,"2,975     ","2,816     ",159     ,5.3     
"Lake County, SD",2009,"6,738     ","6,308     ",430     ,6.4     
"Lawrence County, SD",2009,"13,589     ","12,997     ",592     ,4.4     
"Lincoln County, SD",2009,"22,293     ","21,327     ",966     ,4.3     
"Lyman County, SD",2009,"2,020     ","1,898     ",122     ,6.0     
"McCook County, SD",2009,"2,642     ","2,499     ",143     ,5.4     
"McPherson County, SD",2009,"1,164     ","1,102     ",62     ,5.3     
"Marshall County, SD",2009,"2,107     ","1,967     ",140     ,6.6     
"Meade County, SD",2009,"12,074     ","11,470     ",604     ,5.0     
"Mellette County, SD",2009,875     ,813     ,62     ,7.1     
"Miner County, SD",2009,"1,278     ","1,210     ",68     ,5.3     
"Minnehaha County, SD",2009,"100,524     ","95,455     ","5,069     ",5.0     
"Moody County, SD",2009,"3,955     ","3,690     ",265     ,6.7     
"Oglala Lakota County, SD",2009,"3,995     ","3,560     ",435     ,10.9     
"Pennington County, SD",2009,"55,334     ","52,622     ","2,712     ",4.9     
"Perkins County, SD",2009,"1,635     ","1,567     ",68     ,4.2     
"Potter County, SD",2009,"1,313     ","1,264     ",49     ,3.7     
"Roberts County, SD",2009,"4,801     ","4,513     ",288     ,6.0     
"Sanborn County, SD",2009,"1,412     ","1,356     ",56     ,4.0     
"Spink County, SD",2009,"3,472     ","3,327     ",145     ,4.2     
"Stanley County, SD",2009,"1,950     ","1,888     ",62     ,3.2     
"Sully County, SD",2009,"1,001     ",971     ,30     ,3.0     
"Todd County, SD",2009,"3,561     ","3,306     ",255     ,7.2     
"Tripp County, SD",2009,"2,965     ","2,861     ",104     ,3.5     
"Turner County, SD",2009,"4,085     ","3,874     ",211     ,5.2     
"Union County, SD",2009,"8,544     ","8,032     ",512     ,6.0     
"Walworth County, SD",2009,"2,720     ","2,581     ",139     ,5.1     
"Yankton County, SD",2009,"12,022     ","11,350     ",672     ,5.6     
"Ziebach County, SD",2009,890     ,827     ,63     ,7.1     
"Anderson County, TN",2009,"36,055     ","32,487     ","3,568     ",9.9     
"Bedford County, TN",2009,"22,424     ","19,683     ","2,741     ",12.2     
"Benton County, TN",2009,"7,057     ","6,075     ",982     ,13.9     
"Bledsoe County, TN",2009,"4,933     ","4,241     ",692     ,14.0     
"Blount County, TN",2009,"63,735     ","57,439     ","6,296     ",9.9     
"Bradley County, TN",2009,"47,675     ","43,149     ","4,526     ",9.5     
"Campbell County, TN",2009,"16,980     ","14,742     ","2,238     ",13.2     
"Cannon County, TN",2009,"6,593     ","5,802     ",791     ,12.0     
"Carroll County, TN",2009,"13,754     ","11,555     ","2,199     ",16.0     
"Carter County, TN",2009,"29,418     ","26,384     ","3,034     ",10.3     
"Cheatham County, TN",2009,"20,388     ","18,463     ","1,925     ",9.4     
"Chester County, TN",2009,"7,861     ","6,974     ",887     ,11.3     
"Claiborne County, TN",2009,"13,178     ","11,588     ","1,590     ",12.1     
"Clay County, TN",2009,"3,339     ","2,849     ",490     ,14.7     
"Cocke County, TN",2009,"16,642     ","14,316     ","2,326     ",14.0     
"Coffee County, TN",2009,"25,541     ","22,792     ","2,749     ",10.8     
"Crockett County, TN",2009,"6,523     ","5,666     ",857     ,13.1     
"Cumberland County, TN",2009,"23,041     ","20,420     ","2,621     ",11.4     
"Davidson County, TN",2009,"323,043     ","294,328     ","28,715     ",8.9     
"Decatur County, TN",2009,"5,705     ","4,942     ",763     ,13.4     
"DeKalb County, TN",2009,"10,004     ","8,912     ","1,092     ",10.9     
"Dickson County, TN",2009,"23,523     ","20,919     ","2,604     ",11.1     
"Dyer County, TN",2009,"17,589     ","15,136     ","2,453     ",13.9     
"Fayette County, TN",2009,"18,209     ","16,194     ","2,015     ",11.1     
"Fentress County, TN",2009,"7,977     ","6,908     ","1,069     ",13.4     
"Franklin County, TN",2009,"19,633     ","17,490     ","2,143     ",10.9     
"Gibson County, TN",2009,"21,584     ","18,415     ","3,169     ",14.7     
"Giles County, TN",2009,"13,425     ","11,420     ","2,005     ",14.9     
"Grainger County, TN",2009,"10,120     ","8,699     ","1,421     ",14.0     
"Greene County, TN",2009,"29,907     ","25,169     ","4,738     ",15.8     
"Grundy County, TN",2009,"6,016     ","5,167     ",849     ,14.1     
"Hamblen County, TN",2009,"29,971     ","26,169     ","3,802     ",12.7     
"Hamilton County, TN",2009,"164,214     ","149,419     ","14,795     ",9.0     
"Hancock County, TN",2009,"2,664     ","2,270     ",394     ,14.8     
"Hardeman County, TN",2009,"11,329     ","9,893     ","1,436     ",12.7     
"Hardin County, TN",2009,"11,866     ","10,383     ","1,483     ",12.5     
"Hawkins County, TN",2009,"27,491     ","24,386     ","3,105     ",11.3     
"Haywood County, TN",2009,"9,297     ","7,816     ","1,481     ",15.9     
"Henderson County, TN",2009,"12,055     ","9,875     ","2,180     ",18.1     
"Henry County, TN",2009,"13,672     ","11,845     ","1,827     ",13.4     
"Hickman County, TN",2009,"10,090     ","8,778     ","1,312     ",13.0     
"Houston County, TN",2009,"3,922     ","3,447     ",475     ,12.1     
"Humphreys County, TN",2009,"9,033     ","7,880     ","1,153     ",12.8     
"Jackson County, TN",2009,"5,008     ","4,321     ",687     ,13.7     
"Jefferson County, TN",2009,"24,299     ","21,228     ","3,071     ",12.6     
"Johnson County, TN",2009,"7,460     ","6,502     ",958     ,12.8     
"Knox County, TN",2009,"230,341     ","211,705     ","18,636     ",8.1     
"Lake County, TN",2009,"2,662     ","2,368     ",294     ,11.0     
"Lauderdale County, TN",2009,"10,416     ","8,458     ","1,958     ",18.8     
"Lawrence County, TN",2009,"16,870     ","14,269     ","2,601     ",15.4     
"Lewis County, TN",2009,"5,577     ","4,700     ",877     ,15.7     
"Lincoln County, TN",2009,"17,095     ","15,867     ","1,228     ",7.2     
"Loudon County, TN",2009,"23,654     ","21,363     ","2,291     ",9.7     
"McMinn County, TN",2009,"23,549     ","20,252     ","3,297     ",14.0     
"McNairy County, TN",2009,"11,077     ","9,526     ","1,551     ",14.0     
"Macon County, TN",2009,"10,629     ","9,322     ","1,307     ",12.3     
"Madison County, TN",2009,"48,374     ","43,230     ","5,144     ",10.6     
"Marion County, TN",2009,"12,707     ","11,144     ","1,563     ",12.3     
"Marshall County, TN",2009,"12,507     ","10,332     ","2,175     ",17.4     
"Maury County, TN",2009,"37,374     ","32,225     ","5,149     ",13.8     
"Meigs County, TN",2009,"5,135     ","4,386     ",749     ,14.6     
"Monroe County, TN",2009,"18,769     ","15,481     ","3,288     ",17.5     
"Montgomery County, TN",2009,"69,330     ","63,164     ","6,166     ",8.9     
"Moore County, TN",2009,"3,051     ","2,761     ",290     ,9.5     
"Morgan County, TN",2009,"8,812     ","7,813     ",999     ,11.3     
"Obion County, TN",2009,"15,199     ","13,635     ","1,564     ",10.3     
"Overton County, TN",2009,"10,105     ","8,752     ","1,353     ",13.4     
"Perry County, TN",2009,"2,831     ","2,178     ",653     ,23.1     
"Pickett County, TN",2009,"1,821     ","1,547     ",274     ,15.0     
"Polk County, TN",2009,"7,080     ","6,187     ",893     ,12.6     
"Putnam County, TN",2009,"36,014     ","32,518     ","3,496     ",9.7     
"Rhea County, TN",2009,"13,468     ","11,645     ","1,823     ",13.5     
"Roane County, TN",2009,"27,483     ","24,975     ","2,508     ",9.1     
"Robertson County, TN",2009,"33,982     ","30,508     ","3,474     ",10.2     
"Rutherford County, TN",2009,"135,885     ","122,762     ","13,123     ",9.7     
"Scott County, TN",2009,"8,519     ","6,956     ","1,563     ",18.3     
"Sequatchie County, TN",2009,"6,309     ","5,530     ",779     ,12.3     
"Sevier County, TN",2009,"48,753     ","43,453     ","5,300     ",10.9     
"Shelby County, TN",2009,"438,125     ","393,849     ","44,276     ",10.1     
"Smith County, TN",2009,"9,359     ","8,087     ","1,272     ",13.6     
"Stewart County, TN",2009,"5,915     ","5,210     ",705     ,11.9     
"Sullivan County, TN",2009,"74,989     ","68,394     ","6,595     ",8.8     
"Sumner County, TN",2009,"80,600     ","72,678     ","7,922     ",9.8     
"Tipton County, TN",2009,"29,018     ","25,418     ","3,600     ",12.4     
"Trousdale County, TN",2009,"3,718     ","3,268     ",450     ,12.1     
"Unicoi County, TN",2009,"8,472     ","7,489     ",983     ,11.6     
"Union County, TN",2009,"8,913     ","7,946     ",967     ,10.8     
"Van Buren County, TN",2009,"2,452     ","2,087     ",365     ,14.9     
"Warren County, TN",2009,"17,151     ","14,688     ","2,463     ",14.4     
"Washington County, TN",2009,"62,614     ","57,165     ","5,449     ",8.7     
"Wayne County, TN",2009,"6,692     ","5,794     ",898     ,13.4     
"Weakley County, TN",2009,"15,947     ","13,961     ","1,986     ",12.5     
"White County, TN",2009,"10,682     ","9,168     ","1,514     ",14.2     
"Williamson County, TN",2009,"89,683     ","82,930     ","6,753     ",7.5     
"Wilson County, TN",2009,"58,741     ","53,438     ","5,303     ",9.0     
"Anderson County, TX",2009,"20,852     ","19,040     ","1,812     ",8.7     
"Andrews County, TX",2009,"6,985     ","6,494     ",491     ,7.0     
"Angelina County, TX",2009,"39,961     ","36,681     ","3,280     ",8.2     
"Aransas County, TX",2009,"11,566     ","10,776     ",790     ,6.8     
"Archer County, TX",2009,"5,001     ","4,705     ",296     ,5.9     
"Armstrong County, TX",2009,"1,060     ","1,012     ",48     ,4.5     
"Atascosa County, TX",2009,"19,420     ","17,978     ","1,442     ",7.4     
"Austin County, TX",2009,"13,214     ","12,246     ",968     ,7.3     
"Bailey County, TX",2009,"3,350     ","3,162     ",188     ,5.6     
"Bandera County, TX",2009,"9,817     ","9,176     ",641     ,6.5     
"Bastrop County, TX",2009,"34,248     ","31,535     ","2,713     ",7.9     
"Baylor County, TX",2009,"1,962     ","1,852     ",110     ,5.6     
"Bee County, TX",2009,"11,879     ","10,809     ","1,070     ",9.0     
"Bell County, TX",2009,"126,877     ","118,431     ","8,446     ",6.7     
"Bexar County, TX",2009,"763,919     ","712,413     ","51,506     ",6.7     
"Blanco County, TX",2009,"5,067     ","4,804     ",263     ,5.2     
"Borden County, TX",2009,424     ,401     ,23     ,5.4     
"Bosque County, TX",2009,"8,550     ","7,885     ",665     ,7.8     
"Bowie County, TX",2009,"44,185     ","41,259     ","2,926     ",6.6     
"Brazoria County, TX",2009,"146,139     ","134,316     ","11,823     ",8.1     
"Brazos County, TX",2009,"96,652     ","91,367     ","5,285     ",5.5     
"Brewster County, TX",2009,"5,153     ","4,892     ",261     ,5.1     
"Briscoe County, TX",2009,714     ,678     ,36     ,5.0     
"Brooks County, TX",2009,"3,308     ","2,999     ",309     ,9.3     
"Brown County, TX",2009,"19,013     ","17,717     ","1,296     ",6.8     
"Burleson County, TX",2009,"8,142     ","7,584     ",558     ,6.9     
"Burnet County, TX",2009,"22,224     ","20,870     ","1,354     ",6.1     
"Caldwell County, TX",2009,"15,740     ","14,428     ","1,312     ",8.3     
"Calhoun County, TX",2009,"9,446     ","8,644     ",802     ,8.5     
"Callahan County, TX",2009,"7,092     ","6,679     ",413     ,5.8     
"Cameron County, TX",2009,"151,405     ","136,689     ","14,716     ",9.7     
"Camp County, TX",2009,"5,743     ","5,234     ",509     ,8.9     
"Carson County, TX",2009,"3,261     ","3,071     ",190     ,5.8     
"Cass County, TX",2009,"13,337     ","11,824     ","1,513     ",11.3     
"Castro County, TX",2009,"3,693     ","3,516     ",177     ,4.8     
"Chambers County, TX",2009,"15,348     ","13,953     ","1,395     ",9.1     
"Cherokee County, TX",2009,"20,965     ","19,119     ","1,846     ",8.8     
"Childress County, TX",2009,"3,298     ","3,098     ",200     ,6.1     
"Clay County, TX",2009,"6,074     ","5,657     ",417     ,6.9     
"Cochran County, TX",2009,"1,506     ","1,409     ",97     ,6.4     
"Coke County, TX",2009,"1,322     ","1,215     ",107     ,8.1     
"Coleman County, TX",2009,"4,381     ","4,079     ",302     ,6.9     
"Collin County, TX",2009,"414,997     ","384,888     ","30,109     ",7.3     
"Collingsworth County, TX",2009,"1,492     ","1,411     ",81     ,5.4     
"Colorado County, TX",2009,"10,742     ","10,057     ",685     ,6.4     
"Comal County, TX",2009,"57,279     ","53,758     ","3,521     ",6.1     
"Comanche County, TX",2009,"6,833     ","6,421     ",412     ,6.0     
"Concho County, TX",2009,"1,348     ","1,252     ",96     ,7.1     
"Cooke County, TX",2009,"21,821     ","20,402     ","1,419     ",6.5     
"Coryell County, TX",2009,"24,278     ","22,285     ","1,993     ",8.2     
"Cottle County, TX",2009,799     ,755     ,44     ,5.5     
"Crane County, TX",2009,"1,771     ","1,617     ",154     ,8.7     
"Crockett County, TX",2009,"2,282     ","2,087     ",195     ,8.5     
"Crosby County, TX",2009,"2,581     ","2,403     ",178     ,6.9     
"Culberson County, TX",2009,"1,809     ","1,737     ",72     ,4.0     
"Dallam County, TX",2009,"3,756     ","3,600     ",156     ,4.2     
"Dallas County, TX",2009,"1,143,197     ","1,049,081     ","94,116     ",8.2     
"Dawson County, TX",2009,"5,357     ","4,931     ",426     ,8.0     
"Deaf Smith County, TX",2009,"9,138     ","8,662     ",476     ,5.2     
"Delta County, TX",2009,"2,254     ","2,059     ",195     ,8.7     
"Denton County, TX",2009,"350,711     ","325,707     ","25,004     ",7.1     
"DeWitt County, TX",2009,"9,177     ","8,486     ",691     ,7.5     
"Dickens County, TX",2009,"1,027     ",953     ,74     ,7.2     
"Dimmit County, TX",2009,"4,199     ","3,779     ",420     ,10.0     
"Donley County, TX",2009,"1,926     ","1,814     ",112     ,5.8     
"Duval County, TX",2009,"5,254     ","4,680     ",574     ,10.9     
"Eastland County, TX",2009,"8,591     ","7,943     ",648     ,7.5     
"Ector County, TX",2009,"71,470     ","65,671     ","5,799     ",8.1     
"Edwards County, TX",2009,"1,076     ","1,000     ",76     ,7.1     
"Ellis County, TX",2009,"70,942     ","65,301     ","5,641     ",8.0     
"El Paso County, TX",2009,"307,566     ","280,379     ","27,187     ",8.8     
"Erath County, TX",2009,"19,196     ","17,985     ","1,211     ",6.3     
"Falls County, TX",2009,"6,670     ","6,089     ",581     ,8.7     
"Fannin County, TX",2009,"13,628     ","12,455     ","1,173     ",8.6     
"Fayette County, TX",2009,"12,261     ","11,590     ",671     ,5.5     
"Fisher County, TX",2009,"2,020     ","1,899     ",121     ,6.0     
"Floyd County, TX",2009,"3,221     ","3,011     ",210     ,6.5     
"Foard County, TX",2009,720     ,679     ,41     ,5.7     
"Fort Bend County, TX",2009,"276,806     ","257,050     ","19,756     ",7.1     
"Franklin County, TX",2009,"5,466     ","5,093     ",373     ,6.8     
"Freestone County, TX",2009,"10,139     ","9,499     ",640     ,6.3     
"Frio County, TX",2009,"7,439     ","6,883     ",556     ,7.5     
"Gaines County, TX",2009,"7,041     ","6,599     ",442     ,6.3     
"Galveston County, TX",2009,"140,480     ","128,942     ","11,538     ",8.2     
"Garza County, TX",2009,"2,456     ","2,329     ",127     ,5.2     
"Gillespie County, TX",2009,"13,690     ","13,081     ",609     ,4.4     
"Glasscock County, TX",2009,652     ,622     ,30     ,4.6     
"Goliad County, TX",2009,"3,383     ","3,150     ",233     ,6.9     
"Gonzales County, TX",2009,"10,126     ","9,568     ",558     ,5.5     
"Gray County, TX",2009,"11,279     ","10,364     ",915     ,8.1     
"Grayson County, TX",2009,"56,774     ","52,260     ","4,514     ",8.0     
"Gregg County, TX",2009,"64,999     ","60,381     ","4,618     ",7.1     
"Grimes County, TX",2009,"11,544     ","10,555     ",989     ,8.6     
"Guadalupe County, TX",2009,"60,038     ","56,180     ","3,858     ",6.4     
"Hale County, TX",2009,"17,323     ","16,278     ","1,045     ",6.0     
"Hall County, TX",2009,"1,462     ","1,342     ",120     ,8.2     
"Hamilton County, TX",2009,"4,352     ","4,108     ",244     ,5.6     
"Hansford County, TX",2009,"2,785     ","2,639     ",146     ,5.2     
"Hardeman County, TX",2009,"2,264     ","2,098     ",166     ,7.3     
"Hardin County, TX",2009,"27,221     ","24,898     ","2,323     ",8.5     
"Harris County, TX",2009,"1,971,402     ","1,822,227     ","149,175     ",7.6     
"Harrison County, TX",2009,"32,818     ","30,134     ","2,684     ",8.2     
"Hartley County, TX",2009,"2,466     ","2,366     ",100     ,4.1     
"Haskell County, TX",2009,"3,240     ","3,076     ",164     ,5.1     
"Hays County, TX",2009,"78,949     ","73,750     ","5,199     ",6.6     
"Hemphill County, TX",2009,"2,617     ","2,527     ",90     ,3.4     
"Henderson County, TX",2009,"35,137     ","32,304     ","2,833     ",8.1     
"Hidalgo County, TX",2009,"296,567     ","265,434     ","31,133     ",10.5     
"Hill County, TX",2009,"16,420     ","15,136     ","1,284     ",7.8     
"Hockley County, TX",2009,"12,196     ","11,375     ",821     ,6.7     
"Hood County, TX",2009,"26,231     ","24,341     ","1,890     ",7.2     
"Hopkins County, TX",2009,"17,826     ","16,744     ","1,082     ",6.1     
"Houston County, TX",2009,"8,214     ","7,463     ",751     ,9.1     
"Howard County, TX",2009,"14,327     ","13,282     ","1,045     ",7.3     
"Hudspeth County, TX",2009,"1,719     ","1,626     ",93     ,5.4     
"Hunt County, TX",2009,"36,422     ","33,442     ","2,980     ",8.2     
"Hutchinson County, TX",2009,"11,354     ","10,585     ",769     ,6.8     
"Irion County, TX",2009,921     ,873     ,48     ,5.2     
"Jack County, TX",2009,"5,277     ","4,948     ",329     ,6.2     
"Jackson County, TX",2009,"6,922     ","6,411     ",511     ,7.4     
"Jasper County, TX",2009,"15,935     ","14,324     ","1,611     ",10.1     
"Jeff Davis County, TX",2009,"1,200     ","1,143     ",57     ,4.8     
"Jefferson County, TX",2009,"115,438     ","104,421     ","11,017     ",9.5     
"Jim Hogg County, TX",2009,"3,008     ","2,776     ",232     ,7.7     
"Jim Wells County, TX",2009,"21,655     ","19,697     ","1,958     ",9.0     
"Johnson County, TX",2009,"74,920     ","68,795     ","6,125     ",8.2     
"Jones County, TX",2009,"7,766     ","7,171     ",595     ,7.7     
"Karnes County, TX",2009,"5,481     ","4,989     ",492     ,9.0     
"Kaufman County, TX",2009,"46,868     ","43,003     ","3,865     ",8.2     
"Kendall County, TX",2009,"16,712     ","15,767     ",945     ,5.7     
"Kenedy County, TX",2009,235     ,221     ,14     ,6.0     
"Kent County, TX",2009,463     ,439     ,24     ,5.2     
"Kerr County, TX",2009,"23,323     ","21,976     ","1,347     ",5.8     
"Kimble County, TX",2009,"2,145     ","2,033     ",112     ,5.2     
"King County, TX",2009,196     ,186     ,10     ,5.1     
"Kinney County, TX",2009,"1,436     ","1,325     ",111     ,7.7     
"Kleberg County, TX",2009,"17,029     ","15,885     ","1,144     ",6.7     
"Knox County, TX",2009,"1,832     ","1,726     ",106     ,5.8     
"Lamar County, TX",2009,"23,503     ","21,705     ","1,798     ",7.7     
"Lamb County, TX",2009,"7,081     ","6,576     ",505     ,7.1     
"Lampasas County, TX",2009,"10,492     ","9,883     ",609     ,5.8     
"La Salle County, TX",2009,"2,920     ","2,650     ",270     ,9.2     
"Lavaca County, TX",2009,"10,006     ","9,437     ",569     ,5.7     
"Lee County, TX",2009,"9,113     ","8,505     ",608     ,6.7     
"Leon County, TX",2009,"8,250     ","7,671     ",579     ,7.0     
"Liberty County, TX",2009,"31,455     ","28,264     ","3,191     ",10.1     
"Limestone County, TX",2009,"11,233     ","10,528     ",705     ,6.3     
"Lipscomb County, TX",2009,"1,730     ","1,613     ",117     ,6.8     
"Live Oak County, TX",2009,"5,197     ","4,833     ",364     ,7.0     
"Llano County, TX",2009,"8,522     ","7,932     ",590     ,6.9     
"Loving County, TX",2009,43     ,39     ,4     ,9.3     
"Lubbock County, TX",2009,"141,963     ","134,337     ","7,626     ",5.4     
"Lynn County, TX",2009,"2,870     ","2,699     ",171     ,6.0     
"McCulloch County, TX",2009,"3,936     ","3,624     ",312     ,7.9     
"McLennan County, TX",2009,"113,759     ","106,094     ","7,665     ",6.7     
"McMullen County, TX",2009,360     ,335     ,25     ,6.9     
"Madison County, TX",2009,"5,328     ","4,934     ",394     ,7.4     
"Marion County, TX",2009,"5,132     ","4,603     ",529     ,10.3     
"Martin County, TX",2009,"2,246     ","2,138     ",108     ,4.8     
"Mason County, TX",2009,"2,399     ","2,279     ",120     ,5.0     
"Matagorda County, TX",2009,"17,837     ","16,059     ","1,778     ",10.0     
"Maverick County, TX",2009,"22,722     ","19,467     ","3,255     ",14.3     
"Medina County, TX",2009,"19,878     ","18,553     ","1,325     ",6.7     
"Menard County, TX",2009,"1,103     ","1,030     ",73     ,6.6     
"Midland County, TX",2009,"74,935     ","70,765     ","4,170     ",5.6     
"Milam County, TX",2009,"11,455     ","10,208     ","1,247     ",10.9     
"Mills County, TX",2009,"2,450     ","2,319     ",131     ,5.3     
"Mitchell County, TX",2009,"3,498     ","3,207     ",291     ,8.3     
"Montague County, TX",2009,"10,695     ","9,934     ",761     ,7.1     
"Montgomery County, TX",2009,"220,240     ","205,009     ","15,231     ",6.9     
"Moore County, TX",2009,"11,510     ","10,976     ",534     ,4.6     
"Morris County, TX",2009,"6,080     ","5,177     ",903     ,14.9     
"Motley County, TX",2009,686     ,649     ,37     ,5.4     
"Nacogdoches County, TX",2009,"31,827     ","29,766     ","2,061     ",6.5     
"Navarro County, TX",2009,"21,318     ","19,645     ","1,673     ",7.8     
"Newton County, TX",2009,"5,853     ","5,182     ",671     ,11.5     
"Nolan County, TX",2009,"7,857     ","7,364     ",493     ,6.3     
"Nueces County, TX",2009,"165,625     ","154,451     ","11,174     ",6.7     
"Ochiltree County, TX",2009,"5,502     ","5,176     ",326     ,5.9     
"Oldham County, TX",2009,923     ,871     ,52     ,5.6     
"Orange County, TX",2009,"41,400     ","37,325     ","4,075     ",9.8     
"Palo Pinto County, TX",2009,"14,210     ","13,096     ","1,114     ",7.8     
"Panola County, TX",2009,"13,199     ","12,230     ",969     ,7.3     
"Parker County, TX",2009,"54,611     ","50,466     ","4,145     ",7.6     
"Parmer County, TX",2009,"4,622     ","4,419     ",203     ,4.4     
"Pecos County, TX",2009,"8,410     ","7,687     ",723     ,8.6     
"Polk County, TX",2009,"17,978     ","16,347     ","1,631     ",9.1     
"Potter County, TX",2009,"57,625     ","54,156     ","3,469     ",6.0     
"Presidio County, TX",2009,"3,744     ","3,139     ",605     ,16.2     
"Rains County, TX",2009,"5,116     ","4,707     ",409     ,8.0     
"Randall County, TX",2009,"69,158     ","65,971     ","3,187     ",4.6     
"Reagan County, TX",2009,"2,215     ","2,082     ",133     ,6.0     
"Real County, TX",2009,"1,537     ","1,452     ",85     ,5.5     
"Red River County, TX",2009,"6,010     ","5,460     ",550     ,9.2     
"Reeves County, TX",2009,"4,687     ","4,151     ",536     ,11.4     
"Refugio County, TX",2009,"4,141     ","3,875     ",266     ,6.4     
"Roberts County, TX",2009,583     ,555     ,28     ,4.8     
"Robertson County, TX",2009,"7,221     ","6,656     ",565     ,7.8     
"Rockwall County, TX",2009,"39,332     ","36,512     ","2,820     ",7.2     
"Runnels County, TX",2009,"4,561     ","4,220     ",341     ,7.5     
"Rusk County, TX",2009,"24,266     ","22,379     ","1,887     ",7.8     
"Sabine County, TX",2009,"3,540     ","3,010     ",530     ,15.0     
"San Augustine County, TX",2009,"3,605     ","3,242     ",363     ,10.1     
"San Jacinto County, TX",2009,"10,139     ","9,197     ",942     ,9.3     
"San Patricio County, TX",2009,"30,628     ","28,009     ","2,619     ",8.6     
"San Saba County, TX",2009,"2,455     ","2,281     ",174     ,7.1     
"Schleicher County, TX",2009,"1,510     ","1,369     ",141     ,9.3     
"Scurry County, TX",2009,"7,763     ","7,240     ",523     ,6.7     
"Shackelford County, TX",2009,"2,127     ","2,042     ",85     ,4.0     
"Shelby County, TX",2009,"12,613     ","11,696     ",917     ,7.3     
"Sherman County, TX",2009,"1,444     ","1,381     ",63     ,4.4     
"Smith County, TX",2009,"100,397     ","92,806     ","7,591     ",7.6     
"Somervell County, TX",2009,"4,224     ","3,924     ",300     ,7.1     
"Starr County, TX",2009,"24,428     ","20,415     ","4,013     ",16.4     
"Stephens County, TX",2009,"4,629     ","4,316     ",313     ,6.8     
"Sterling County, TX",2009,855     ,819     ,36     ,4.2     
"Stonewall County, TX",2009,849     ,813     ,36     ,4.2     
"Sutton County, TX",2009,"3,449     ","3,204     ",245     ,7.1     
"Swisher County, TX",2009,"3,648     ","3,439     ",209     ,5.7     
"Tarrant County, TX",2009,"896,305     ","827,369     ","68,936     ",7.7     
"Taylor County, TX",2009,"67,826     ","64,023     ","3,803     ",5.6     
"Terrell County, TX",2009,382     ,347     ,35     ,9.2     
"Terry County, TX",2009,"6,029     ","5,615     ",414     ,6.9     
"Throckmorton County, TX",2009,"1,033     ",983     ,50     ,4.8     
"Titus County, TX",2009,"14,308     ","13,274     ","1,034     ",7.2     
"Tom Green County, TX",2009,"52,792     ","49,458     ","3,334     ",6.3     
"Travis County, TX",2009,"547,413     ","510,814     ","36,599     ",6.7     
"Trinity County, TX",2009,"5,905     ","5,405     ",500     ,8.5     
"Tyler County, TX",2009,"8,442     ","7,620     ",822     ,9.7     
"Upshur County, TX",2009,"19,653     ","18,165     ","1,488     ",7.6     
"Upton County, TX",2009,"1,817     ","1,718     ",99     ,5.4     
"Uvalde County, TX",2009,"11,591     ","10,674     ",917     ,7.9     
"Val Verde County, TX",2009,"20,998     ","19,063     ","1,935     ",9.2     
"Van Zandt County, TX",2009,"25,941     ","24,141     ","1,800     ",6.9     
"Victoria County, TX",2009,"45,385     ","42,248     ","3,137     ",6.9     
"Walker County, TX",2009,"27,669     ","25,736     ","1,933     ",7.0     
"Waller County, TX",2009,"16,440     ","15,085     ","1,355     ",8.2     
"Ward County, TX",2009,"5,033     ","4,591     ",442     ,8.8     
